ref_area.label,sex.label,classif1.label,time,obs_value
Colombia,Sex: Female,Occupation (ISCO-08): 1. Managers,2021,12271.69
Colombia,Sex: Female,Occupation (ISCO-08): 2. Professionals,2021,8637.75
Colombia,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2021,6786.79
Colombia,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2021,6975.58
Colombia,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2021,5752.3
Colombia,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2021,3608.46
Colombia,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2021,5013.43
Colombia,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2021,4598.18
Colombia,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2021,4617.95
Colombia,Sex: Female,Occupation (ISCO-08): X. Not elsewhere classified,2021,
Colombia,Sex: Total,Occupation (Skill level): Total,2019,6526.4
Colombia,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,8751.79
Colombia,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2019,5457.53
Colombia,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2019,4500.67
Colombia,Sex: Male,Occupation (Skill level): Total,2019,6334.38
Colombia,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,8613.3
Colombia,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2019,5384.32
Colombia,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2019,4510.34
Colombia,Sex: Female,Occupation (Skill level): Total,2019,6793.24
Colombia,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,8906.86
Colombia,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2019,5576.2
Colombia,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2019,4487.49
Colombia,Sex: Total,Occupation (ISCO-08): Total,2019,6526.4
Colombia,Sex: Total,Occupation (ISCO-08): 1. Managers,2019,11588.21
Colombia,Sex: Total,Occupation (ISCO-08): 2. Professionals,2019,9387.36
Colombia,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2019,6934.22
Colombia,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2019,6884.28
Colombia,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2019,5881.21
Colombia,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2019,4157.88
Colombia,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2019,5202.76
Colombia,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2019,4705.52
Colombia,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2019,4500.67
Colombia,Sex: Male,Occupation (ISCO-08): Total,2019,6334.38
Colombia,Sex: Male,Occupation (ISCO-08): 1. Managers,2019,10724.39
Colombia,Sex: Male,Occupation (ISCO-08): 2. Professionals,2019,9957.85
Colombia,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2019,6977.44
Colombia,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2019,7198.03
Colombia,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2019,6644.41
Colombia,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2019,4133.76
Colombia,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2019,5293.79
Colombia,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2019,4677.82
Colombia,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2019,4510.34
Colombia,Sex: Female,Occupation (ISCO-08): Total,2019,6793.24
Colombia,Sex: Female,Occupation (ISCO-08): 1. Managers,2019,12621.39
Colombia,Sex: Female,Occupation (ISCO-08): 2. Professionals,2019,8925.58
Colombia,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2019,6878.52
Colombia,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2019,6637.38
Colombia,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2019,5524.66
Colombia,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2019,4395.95
Colombia,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2019,4878.2
Colombia,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2019,4886.24
Colombia,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2019,4487.49
Colombia,Sex: Total,Occupation (Skill level): Total,2018,5992.12
Colombia,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,7797.16
Colombia,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2018,5139.88
Colombia,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2018,4289.95
Colombia,Sex: Total,Occupation (Skill level): Not elsewhere classified,2018,
Colombia,Sex: Male,Occupation (Skill level): Total,2018,5827.01
Colombia,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,7580.53
Colombia,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2018,5112.18
Colombia,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2018,4296.33
Colombia,Sex: Male,Occupation (Skill level): Not elsewhere classified,2018,
Colombia,Sex: Female,Occupation (Skill level): Total,2018,6210.68
Colombia,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,8033.12
Colombia,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2018,5182.14
Colombia,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2018,4281.73
Colombia,Sex: Female,Occupation (Skill level): Not elsewhere classified,2018,
Colombia,Sex: Total,Occupation (ISCO-08): Total,2018,5992.12
Colombia,Sex: Total,Occupation (ISCO-08): 1. Managers,2018,10339.2
Colombia,Sex: Total,Occupation (ISCO-08): 2. Professionals,2018,8339.62
Colombia,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2018,6199.97
Colombia,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2018,6223.35
Colombia,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2018,5521.93
Colombia,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2018,3950.76
Colombia,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2018,4939.8
Colombia,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,4402.92
Colombia,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2018,4289.95
Colombia,Sex: Total,Occupation (ISCO-08): X. Not elsewhere classified,2018,
Colombia,Sex: Male,Occupation (ISCO-08): Total,2018,5827.01
Colombia,Sex: Male,Occupation (ISCO-08): 1. Managers,2018,9483.61
Colombia,Sex: Male,Occupation (ISCO-08): 2. Professionals,2018,8626.58
Colombia,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2018,6193.59
Colombia,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2018,6383.99
Colombia,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2018,6256.2
Colombia,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2018,3977.51
Colombia,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2018,5064.44
Colombia,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,4413.92
Colombia,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2018,4296.33
Colombia,Sex: Male,Occupation (ISCO-08): X. Not elsewhere classified,2018,
Colombia,Sex: Female,Occupation (ISCO-08): Total,2018,6210.68
Colombia,Sex: Female,Occupation (ISCO-08): 1. Managers,2018,11345.75
Colombia,Sex: Female,Occupation (ISCO-08): 2. Professionals,2018,8116.73
Colombia,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2018,6207.94
Colombia,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2018,6095.65
Colombia,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2018,5177.66
Colombia,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2018,3700.11
Colombia,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2018,4515.27
Colombia,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,4340.78
Colombia,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2018,4281.73
Colombia,Sex: Female,Occupation (ISCO-08): X. Not elsewhere classified,2018,
Colombia,Sex: Total,Occupation (Skill level): Total,2017,5754.88
Colombia,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2017,7598.02
Colombia,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2017,4839.19
Colombia,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2017,4071.87
Colombia,Sex: Total,Occupation (Skill level): Not elsewhere classified,2017,4665.11
Colombia,Sex: Male,Occupation (Skill level): Total,2017,5588.68
Colombia,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2017,7412.25
Colombia,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2017,4788.78
Colombia,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2017,4097.29
Colombia,Sex: Male,Occupation (Skill level): Not elsewhere classified,2017,
Colombia,Sex: Female,Occupation (Skill level): Total,2017,5974.4
Colombia,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2017,7802.43
Colombia,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2017,4915.32
Colombia,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2017,4038.91
Colombia,Sex: Female,Occupation (Skill level): Not elsewhere classified,2017,
Colombia,Sex: Total,Occupation (ISCO-08): Total,2017,5754.88
Colombia,Sex: Total,Occupation (ISCO-08): 1. Managers,2017,10151.22
Colombia,Sex: Total,Occupation (ISCO-08): 2. Professionals,2017,8021.47
Colombia,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2017,6011.66
Colombia,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2017,5888.75
Colombia,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2017,5148.27
Colombia,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2017,3725.68
Colombia,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2017,4630.51
Colombia,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2017,4246.54
Colombia,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2017,4071.87
Colombia,Sex: Total,Occupation (ISCO-08): X. Not elsewhere classified,2017,4665.11
Colombia,Sex: Male,Occupation (ISCO-08): Total,2017,5588.68
Colombia,Sex: Male,Occupation (ISCO-08): 1. Managers,2017,9129.48
Colombia,Sex: Male,Occupation (ISCO-08): 2. Professionals,2017,8549.58
Colombia,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2017,6039.37
Colombia,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2017,5884.59
Colombia,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2017,5774.16
Colombia,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2017,3751.29
Colombia,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2017,4723.51
Colombia,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2017,4276.06
Colombia,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2017,4097.29
Colombia,Sex: Male,Occupation (ISCO-08): X. Not elsewhere classified,2017,
Colombia,Sex: Female,Occupation (ISCO-08): Total,2017,5974.4
Colombia,Sex: Female,Occupation (ISCO-08): 1. Managers,2017,11356.41
Colombia,Sex: Female,Occupation (ISCO-08): 2. Professionals,2017,7595.56
Colombia,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2017,5977.09
Colombia,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2017,5891.95
Colombia,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2017,4865.09
Colombia,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2017,3488.71
Colombia,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2017,4329.11
Colombia,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2017,4071.95
Colombia,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2017,4038.91
Colombia,Sex: Female,Occupation (ISCO-08): X. Not elsewhere classified,2017,
Colombia,Sex: Total,Occupation (Skill level): Total,2016,5476.98
Colombia,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2016,7142.17
Colombia,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2016,4681.81
Colombia,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2016,3844.3
Colombia,Sex: Total,Occupation (Skill level): Not elsewhere classified,2016,5246.12
Colombia,Sex: Male,Occupation (Skill level): Total,2016,5361.57
Colombia,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2016,6999.09
Colombia,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2016,4676.04
Colombia,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2016,3904.01
Colombia,Sex: Male,Occupation (Skill level): Not elsewhere classified,2016,
Colombia,Sex: Female,Occupation (Skill level): Total,2016,5630.44
Colombia,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2016,7300.06
Colombia,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2016,4690.59
Colombia,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2016,3765.8
Colombia,Sex: Female,Occupation (Skill level): Not elsewhere classified,2016,
Colombia,Sex: Total,Occupation (ISCO-08): Total,2016,5476.98
Colombia,Sex: Total,Occupation (ISCO-08): 1. Managers,2016,9542.82
Colombia,Sex: Total,Occupation (ISCO-08): 2. Professionals,2016,7544.36
Colombia,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2016,5654.86
Colombia,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2016,5847.49
Colombia,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2016,5010.63
Colombia,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2016,3539.91
Colombia,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2016,4479.05
Colombia,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2016,3892.58
Colombia,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2016,3844.3
Colombia,Sex: Total,Occupation (ISCO-08): X. Not elsewhere classified,2016,5246.12
Colombia,Sex: Male,Occupation (ISCO-08): Total,2016,5361.57
Colombia,Sex: Male,Occupation (ISCO-08): 1. Managers,2016,8730.7
Colombia,Sex: Male,Occupation (ISCO-08): 2. Professionals,2016,7986.52
Colombia,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2016,5687.94
Colombia,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2016,6063.03
Colombia,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2016,5738.06
Colombia,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2016,3544.65
Colombia,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2016,4610.59
Colombia,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2016,3946.37
Colombia,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2016,3904.01
Colombia,Sex: Male,Occupation (ISCO-08): X. Not elsewhere classified,2016,
Colombia,Sex: Female,Occupation (ISCO-08): Total,2016,5630.44
Colombia,Sex: Female,Occupation (ISCO-08): 1. Managers,2016,10486.69
Colombia,Sex: Female,Occupation (ISCO-08): 2. Professionals,2016,7179.85
Colombia,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2016,5613.46
Colombia,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2016,5677.28
Colombia,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2016,4659.88
Colombia,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2016,3501.28
Colombia,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2016,4040.2
Colombia,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2016,3547.68
Colombia,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2016,3765.8
Colombia,Sex: Female,Occupation (ISCO-08): X. Not elsewhere classified,2016,
Colombia,Sex: Total,Occupation (Skill level): Total,2015,5188.85
Colombia,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2015,6788.62
Colombia,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2015,4436.12
Colombia,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2015,3629.37
Colombia,Sex: Total,Occupation (Skill level): Not elsewhere classified,2015,4343.97
Colombia,Sex: Male,Occupation (Skill level): Total,2015,5048.47
Colombia,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2015,6613.18
Colombia,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2015,4387.48
Colombia,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2015,3657.4
Colombia,Sex: Male,Occupation (Skill level): Not elsewhere classified,2015,
Colombia,Sex: Female,Occupation (Skill level): Total,2015,5375.06
Colombia,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2015,6985.93
Colombia,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2015,4509.67
Colombia,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2015,3594.5
Colombia,Sex: Female,Occupation (Skill level): Not elsewhere classified,2015,
Colombia,Sex: Total,Occupation (ISCO-08): Total,2015,5188.85
Colombia,Sex: Total,Occupation (ISCO-08): 1. Managers,2015,8884.01
Colombia,Sex: Total,Occupation (ISCO-08): 2. Professionals,2015,7354.05
Colombia,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2015,5326.87
Colombia,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2015,5597.85
Colombia,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2015,4723.65
Colombia,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2015,3179.25
Colombia,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2015,4334.82
Colombia,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2015,3684.22
Colombia,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2015,3629.37
Colombia,Sex: Total,Occupation (ISCO-08): X. Not elsewhere classified,2015,4343.97
Colombia,Sex: Male,Occupation (ISCO-08): Total,2015,5048.47
Colombia,Sex: Male,Occupation (ISCO-08): 1. Managers,2015,8213.8
Colombia,Sex: Male,Occupation (ISCO-08): 2. Professionals,2015,7749.18
Colombia,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2015,5305.87
Colombia,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2015,5713.49
Colombia,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2015,5293.58
Colombia,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2015,3202.34
Colombia,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2015,4430.2
Colombia,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2015,3725.42
Colombia,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2015,3657.4
Colombia,Sex: Male,Occupation (ISCO-08): X. Not elsewhere classified,2015,
Colombia,Sex: Female,Occupation (ISCO-08): Total,2015,5375.06
Colombia,Sex: Female,Occupation (ISCO-08): 1. Managers,2015,9692.06
Colombia,Sex: Female,Occupation (ISCO-08): 2. Professionals,2015,7050.89
Colombia,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2015,5354.6
Colombia,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2015,5511.94
Colombia,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2015,4456.32
Colombia,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2015,2978.37
Colombia,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2015,4003.5
Colombia,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2015,3440.8
Colombia,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2015,3594.5
Colombia,Sex: Female,Occupation (ISCO-08): X. Not elsewhere classified,2015,
Colombia,Sex: Total,Occupation (Skill level): Total,2014,5058.23
Colombia,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2014,6723.87
Colombia,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2014,4288.95
Colombia,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2014,3452.19
Colombia,Sex: Total,Occupation (Skill level): Not elsewhere classified,2014,3793.8
Colombia,Sex: Male,Occupation (Skill level): Total,2014,4952.97
Colombia,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2014,6633.25
Colombia,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2014,4253.75
Colombia,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2014,3463.22
Colombia,Sex: Male,Occupation (Skill level): Not elsewhere classified,2014,3793.8
Colombia,Sex: Female,Occupation (Skill level): Total,2014,5201.41
Colombia,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2014,6829
Colombia,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2014,4342.98
Colombia,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2014,3437.95
Colombia,Sex: Female,Occupation (Skill level): Not elsewhere classified,2014,
Colombia,Sex: Total,Occupation (ISCO-08): Total,2014,5058.23
Colombia,Sex: Total,Occupation (ISCO-08): 1. Managers,2014,8643.31
Colombia,Sex: Total,Occupation (ISCO-08): 2. Professionals,2014,7346.81
Colombia,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,5320.61
Colombia,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2014,5736.5
Colombia,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2014,4498.38
Colombia,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2014,3034.21
Colombia,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2014,4124.51
Colombia,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,3554.09
Colombia,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2014,3452.19
Colombia,Sex: Total,Occupation (ISCO-08): X. Not elsewhere classified,2014,3793.8
Colombia,Sex: Male,Occupation (ISCO-08): Total,2014,4952.97
Colombia,Sex: Male,Occupation (ISCO-08): 1. Managers,2014,7895.97
Colombia,Sex: Male,Occupation (ISCO-08): 2. Professionals,2014,7811.72
Colombia,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,5441.74
Colombia,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2014,5853.66
Colombia,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2014,5109.31
Colombia,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2014,3066.29
Colombia,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2014,4243.83
Colombia,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,3607.9
Colombia,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2014,3463.22
Colombia,Sex: Male,Occupation (ISCO-08): X. Not elsewhere classified,2014,3793.8
Colombia,Sex: Female,Occupation (ISCO-08): Total,2014,5201.41
Colombia,Sex: Female,Occupation (ISCO-08): 1. Managers,2014,9608.59
Colombia,Sex: Female,Occupation (ISCO-08): 2. Professionals,2014,6967.74
Colombia,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,5161.09
Colombia,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2014,5645.95
Colombia,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2014,4213.7
Colombia,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2014,2754.58
Colombia,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2014,3716.16
Colombia,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,3229.29
Colombia,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2014,3437.95
Colombia,Sex: Female,Occupation (ISCO-08): X. Not elsewhere classified,2014,
Colombia,Sex: Total,Occupation (Skill level): Total,2013,4929.53
Colombia,Sex: Total,Occupation (Skill level): Skill levels 3 and 4 ~ high,2013,6771.19
Colombia,Sex: Total,Occupation (Skill level): Skill level 2 ~ medium,2013,4067.1
Colombia,Sex: Total,Occupation (Skill level): Skill level 1 ~ low,2013,3305.89
Colombia,Sex: Total,Occupation (Skill level): Not elsewhere classified,2013,4067.87
Colombia,Sex: Male,Occupation (Skill level): Total,2013,4790.8
Colombia,Sex: Male,Occupation (Skill level): Skill levels 3 and 4 ~ high,2013,6671.53
Colombia,Sex: Male,Occupation (Skill level): Skill level 2 ~ medium,2013,3993.69
Colombia,Sex: Male,Occupation (Skill level): Skill level 1 ~ low,2013,3304.92
Colombia,Sex: Male,Occupation (Skill level): Not elsewhere classified,2013,4143.61
Colombia,Sex: Female,Occupation (Skill level): Total,2013,5122.47
Colombia,Sex: Female,Occupation (Skill level): Skill levels 3 and 4 ~ high,2013,6888.82
Colombia,Sex: Female,Occupation (Skill level): Skill level 2 ~ medium,2013,4181.81
Colombia,Sex: Female,Occupation (Skill level): Skill level 1 ~ low,2013,3307.21
Colombia,Sex: Female,Occupation (Skill level): Not elsewhere classified,2013,3874.33
Colombia,Sex: Total,Occupation (ISCO-08): Total,2013,4929.53
Colombia,Sex: Total,Occupation (ISCO-08): 1. Managers,2013,8908.07
Colombia,Sex: Total,Occupation (ISCO-08): 2. Professionals,2013,7303.41
Colombia,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2013,5267.06
Colombia,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2013,5251.46
Colombia,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2013,4389.14
Colombia,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2013,2981.9
Colombia,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2013,3889.64
Colombia,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2013,3394.32
Colombia,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2013,3305.89
Colombia,Sex: Total,Occupation (ISCO-08): X. Not elsewhere classified,2013,4067.87
Colombia,Sex: Male,Occupation (ISCO-08): Total,2013,4790.8
Colombia,Sex: Male,Occupation (ISCO-08): 1. Managers,2013,8069.49
Colombia,Sex: Male,Occupation (ISCO-08): 2. Professionals,2013,7976.45
Colombia,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2013,5361.13
Colombia,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2013,5393.55
Colombia,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2013,4930.5
Colombia,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2013,2953.52
Colombia,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2013,3979.98
