country,gender,education_level,marital_status,year,employee_count_thousands
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Divorced or legally separated,2022,1.637
Bolivia,Female,(ISCED-11): X. No schooling,Single,2022,1.803
Bolivia,Female,(ISCED-11): X. No schooling,Married,2022,1.505
Bolivia,Female,(ISCED-11): X. No schooling,Union / Cohabiting,2022,1.493
Bolivia,Female,(ISCED-11): X. No schooling,Widowed,2022,1.914
Bolivia,Female,(ISCED-11): X. No schooling,Divorced or legally separated,2022,0.734
Bolivia,Female,(ISCED-11): 0. Early childhood education,Single,2022,10.575
Bolivia,Female,(ISCED-11): 0. Early childhood education,Married,2022,12.696
Bolivia,Female,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2022,13.169
Bolivia,Female,(ISCED-11): 0. Early childhood education,Widowed,2022,2.149
Bolivia,Female,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2022,7.154
Bolivia,Female,(ISCED-11): 1. Primary education,Single,2022,14.929
Bolivia,Female,(ISCED-11): 1. Primary education,Married,2022,9.595
Bolivia,Female,(ISCED-11): 1. Primary education,Union / Cohabiting,2022,14.24
Bolivia,Female,(ISCED-11): 1. Primary education,Widowed,2022,3.228
Bolivia,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2022,6.782
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Single,2022,37.238
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Married,2022,8.7
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2022,21.986
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Widowed,2022,2.094
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2022,3.613
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Single,2022,117.092
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Married,2022,26.181
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2022,43.836
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Widowed,2022,2.116
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2022,9.501
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2022,51.375
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2022,33.291
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2022,30.228
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2022,2.276
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2022,8.538
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2022,92.033
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2022,104.433
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2022,37.003
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2022,5.934
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2022,17.925
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Single,2022,7.844
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Married,2022,9.885
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2022,2.911
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2022,0.575
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2022,2.97
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2022,0.519
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2022,0.471
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Single,2022,22.985
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Married,2022,12.926
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Union / Cohabiting,2022,20.373
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Widowed,2022,1.787
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Divorced or legally separated,2022,6.915
Bolivia,Male,(ISCED-11): X. No schooling,Single,2021,1.49
Bolivia,Male,(ISCED-11): X. No schooling,Married,2021,1.574
Bolivia,Male,(ISCED-11): X. No schooling,Union / Cohabiting,2021,2.468
Bolivia,Male,(ISCED-11): X. No schooling,Divorced or legally separated,2021,0.298
Bolivia,Male,(ISCED-11): 0. Early childhood education,Single,2021,12.585
Bolivia,Male,(ISCED-11): 0. Early childhood education,Married,2021,27.062
Bolivia,Male,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2021,28.259
Bolivia,Male,(ISCED-11): 0. Early childhood education,Widowed,2021,2.013
Bolivia,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2021,1.99
Bolivia,Male,(ISCED-11): 1. Primary education,Single,2021,19.887
Bolivia,Male,(ISCED-11): 1. Primary education,Married,2021,37.862
Bolivia,Male,(ISCED-11): 1. Primary education,Union / Cohabiting,2021,34.514
Bolivia,Male,(ISCED-11): 1. Primary education,Widowed,2021,1.343
Bolivia,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2021,3.727
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Single,2021,77.21
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Married,2021,37.456
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2021,56.055
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Widowed,2021,1.758
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2021,3.339
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Single,2021,149.41
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Married,2021,83.598
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2021,93.247
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Widowed,2021,1.369
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2021,5.709
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Single,2021,1.259
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Married,2021,7.076
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Union / Cohabiting,2021,0.835
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2021,36.548
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2021,56.419
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2021,30.963
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2021,0.785
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2021,3.76
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2021,53.192
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2021,109.858
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2021,34.729
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2021,1.338
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2021,6.143
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Single,2021,5.002
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Married,2021,19.104
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2021,1.964
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2021,0.208
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2021,1.318
Bolivia,Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2021,0.527
Bolivia,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2021,1.381
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Single,2021,18.41
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Married,2021,22.821
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Union / Cohabiting,2021,20.239
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Widowed,2021,0.461
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Divorced or legally separated,2021,1.517
Bolivia,Female,(ISCED-11): X. No schooling,Single,2021,1.22
Bolivia,Female,(ISCED-11): X. No schooling,Married,2021,2.594
Bolivia,Female,(ISCED-11): X. No schooling,Union / Cohabiting,2021,2.342
Bolivia,Female,(ISCED-11): X. No schooling,Widowed,2021,0.576
Bolivia,Female,(ISCED-11): X. No schooling,Divorced or legally separated,2021,0.987
Bolivia,Female,(ISCED-11): 0. Early childhood education,Single,2021,11.84
Bolivia,Female,(ISCED-11): 0. Early childhood education,Married,2021,10.952
Bolivia,Female,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2021,11.431
Bolivia,Female,(ISCED-11): 0. Early childhood education,Widowed,2021,2.553
Bolivia,Female,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2021,7.322
Bolivia,Female,(ISCED-11): 1. Primary education,Single,2021,7.307
Bolivia,Female,(ISCED-11): 1. Primary education,Married,2021,9.908
Bolivia,Female,(ISCED-11): 1. Primary education,Union / Cohabiting,2021,17.482
Bolivia,Female,(ISCED-11): 1. Primary education,Widowed,2021,1.806
Bolivia,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2021,4.317
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Single,2021,33.559
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Married,2021,9.867
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2021,19.218
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Widowed,2021,1.231
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2021,6.124
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Single,2021,99.502
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Married,2021,25.725
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2021,40.111
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Widowed,2021,1.63
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2021,9.428
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Married,2021,0.623
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2021,43.322
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2021,32.59
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2021,20.888
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2021,1.707
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2021,9.715
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2021,79.904
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2021,91.528
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2021,29.743
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2021,4.621
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2021,16.572
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Single,2021,6.68
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Married,2021,11.345
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2021,2.367
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2021,0.363
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2021,2.895
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2021,0.291
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2021,0.554
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Single,2021,17.937
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Married,2021,11.737
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Union / Cohabiting,2021,14.261
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Widowed,2021,1.347
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Divorced or legally separated,2021,5.751
Bolivia,Male,(ISCED-11): X. No schooling,Single,2019,1.504
Bolivia,Male,(ISCED-11): X. No schooling,Married,2019,3.069
Bolivia,Male,(ISCED-11): X. No schooling,Union / Cohabiting,2019,1.964
Bolivia,Male,(ISCED-11): X. No schooling,Widowed,2019,0.575
Bolivia,Male,(ISCED-11): X. No schooling,Divorced or legally separated,2019,0.221
Bolivia,Male,(ISCED-11): 0. Early childhood education,Single,2019,15.293
Bolivia,Male,(ISCED-11): 0. Early childhood education,Married,2019,36.176
Bolivia,Male,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2019,37.989
Bolivia,Male,(ISCED-11): 0. Early childhood education,Widowed,2019,2.375
Bolivia,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2019,4.173
Bolivia,Male,(ISCED-11): 1. Primary education,Single,2019,16.858
Bolivia,Male,(ISCED-11): 1. Primary education,Married,2019,42.05
Bolivia,Male,(ISCED-11): 1. Primary education,Union / Cohabiting,2019,40.967
Bolivia,Male,(ISCED-11): 1. Primary education,Widowed,2019,2.094
Bolivia,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2019,3.288
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Single,2019,78.236
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Married,2019,43.785
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2019,73.809
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Widowed,2019,2.019
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2019,4.208
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Single,2019,121.393
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Married,2019,91.301
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2019,87.264
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Widowed,2019,1.547
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2019,8.338
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Single,2019,1.656
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Married,2019,14.754
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Union / Cohabiting,2019,7.454
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Widowed,2019,0.287
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Divorced or legally separated,2019,0.596
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2019,40.83
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2019,44.259
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2019,28.827
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2019,0.3
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2019,2.396
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2019,46.086
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2019,115.764
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2019,31.366
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2019,1.325
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2019,6.727
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Single,2019,3.77
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Married,2019,16.812
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2019,1.087
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2019,0.921
Bolivia,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2019,1.17
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Single,2019,10.414
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Married,2019,17.504
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Union / Cohabiting,2019,13.486
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Widowed,2019,0.331
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Divorced or legally separated,2019,2.42
Bolivia,Female,(ISCED-11): X. No schooling,Single,2019,1.249
Bolivia,Female,(ISCED-11): X. No schooling,Married,2019,2.507
Bolivia,Female,(ISCED-11): X. No schooling,Union / Cohabiting,2019,1.584
Bolivia,Female,(ISCED-11): X. No schooling,Widowed,2019,1.778
Bolivia,Female,(ISCED-11): X. No schooling,Divorced or legally separated,2019,1.621
Bolivia,Female,(ISCED-11): 0. Early childhood education,Single,2019,9.986
Bolivia,Female,(ISCED-11): 0. Early childhood education,Married,2019,15.61
Bolivia,Female,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2019,14.218
Bolivia,Female,(ISCED-11): 0. Early childhood education,Widowed,2019,4.506
Bolivia,Female,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2019,8.736
Bolivia,Female,(ISCED-11): 1. Primary education,Single,2019,9.145
Bolivia,Female,(ISCED-11): 1. Primary education,Married,2019,12.391
Bolivia,Female,(ISCED-11): 1. Primary education,Union / Cohabiting,2019,17.161
Bolivia,Female,(ISCED-11): 1. Primary education,Widowed,2019,2.38
Bolivia,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2019,5.377
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Single,2019,33.501
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Married,2019,9.469
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2019,24.759
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Widowed,2019,1.355
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2019,8.711
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Single,2019,84.113
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Married,2019,33.799
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2019,33.286
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Widowed,2019,2.081
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2019,11.155
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Single,2019,0.764
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Married,2019,2.037
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Union / Cohabiting,2019,1.09
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2019,40.582
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2019,28.153
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2019,23.437
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2019,1.137
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2019,9.507
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2019,75.532
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2019,102.393
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2019,30.745
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2019,4.391
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2019,19.211
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Single,2019,4.836
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Married,2019,6.721
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2019,1.164
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2019,0.491
Bolivia,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2019,1.656
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2019,0.659
Bolivia,Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2019,0.152
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Single,2019,11.824
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Married,2019,11.116
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Union / Cohabiting,2019,11.843
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Widowed,2019,1.278
Bolivia,Female,(ISCED-11): 9. Not elsewhere classified,Divorced or legally separated,2019,3.486
Bolivia,Male,(ISCED-11): X. No schooling,Single,2018,1.589
Bolivia,Male,(ISCED-11): X. No schooling,Married,2018,2.205
Bolivia,Male,(ISCED-11): X. No schooling,Union / Cohabiting,2018,2.163
Bolivia,Male,(ISCED-11): X. No schooling,Widowed,2018,0.464
Bolivia,Male,(ISCED-11): X. No schooling,Divorced or legally separated,2018,0.458
Bolivia,Male,(ISCED-11): 0. Early childhood education,Single,2018,15.386
Bolivia,Male,(ISCED-11): 0. Early childhood education,Married,2018,31.227
Bolivia,Male,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2018,34.903
Bolivia,Male,(ISCED-11): 0. Early childhood education,Widowed,2018,2.189
Bolivia,Male,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2018,3.583
Bolivia,Male,(ISCED-11): 1. Primary education,Single,2018,14.289
Bolivia,Male,(ISCED-11): 1. Primary education,Married,2018,30.71
Bolivia,Male,(ISCED-11): 1. Primary education,Union / Cohabiting,2018,33.226
Bolivia,Male,(ISCED-11): 1. Primary education,Widowed,2018,2.025
Bolivia,Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2018,3.797
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Single,2018,58.834
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Married,2018,38.794
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2018,56.514
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Widowed,2018,1.354
Bolivia,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2018,4.34
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Single,2018,112.291
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Married,2018,93.009
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2018,85.962
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Widowed,2018,1.721
Bolivia,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2018,8.041
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Single,2018,2.79
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Married,2018,14.76
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Union / Cohabiting,2018,4.599
Bolivia,Male,(ISCED-11): 4. Post-secondary non-tertiary education,Divorced or legally separated,2018,0.508
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2018,29.138
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2018,48.611
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2018,22.507
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2018,0.441
Bolivia,Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2018,3.397
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2018,43.867
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2018,110.159
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2018,30.238
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2018,1.435
Bolivia,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2018,7.249
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Single,2018,2.013
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Married,2018,8.518
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2018,1.187
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2018,0.27
Bolivia,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2018,0.84
Bolivia,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2018,0.85
Bolivia,Male,(ISCED-11): 8. Doctoral or equivalent level,Union / Cohabiting,2018,0.206
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Single,2018,2.489
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Married,2018,5.177
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Union / Cohabiting,2018,2.578
Bolivia,Male,(ISCED-11): 9. Not elsewhere classified,Divorced or legally separated,2018,0.615
Bolivia,Female,(ISCED-11): X. No schooling,Single,2018,1.683
Bolivia,Female,(ISCED-11): X. No schooling,Married,2018,2.155
Bolivia,Female,(ISCED-11): X. No schooling,Union / Cohabiting,2018,0.963
Bolivia,Female,(ISCED-11): X. No schooling,Widowed,2018,1.44
Bolivia,Female,(ISCED-11): X. No schooling,Divorced or legally separated,2018,1.947
Bolivia,Female,(ISCED-11): 0. Early childhood education,Single,2018,9.932
Bolivia,Female,(ISCED-11): 0. Early childhood education,Married,2018,16.361
Bolivia,Female,(ISCED-11): 0. Early childhood education,Union / Cohabiting,2018,18.839
Bolivia,Female,(ISCED-11): 0. Early childhood education,Widowed,2018,3.889
Bolivia,Female,(ISCED-11): 0. Early childhood education,Divorced or legally separated,2018,9.215
Bolivia,Female,(ISCED-11): 1. Primary education,Single,2018,7.487
Bolivia,Female,(ISCED-11): 1. Primary education,Married,2018,10.55
Bolivia,Female,(ISCED-11): 1. Primary education,Union / Cohabiting,2018,12.319
Bolivia,Female,(ISCED-11): 1. Primary education,Widowed,2018,2.508
Bolivia,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2018,6.213
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Single,2018,30.519
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Married,2018,12.594
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Union / Cohabiting,2018,22.613
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Widowed,2018,1.591
Bolivia,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2018,8.025
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Single,2018,81.098
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Married,2018,32.506
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Union / Cohabiting,2018,37.49
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Widowed,2018,2.505
Bolivia,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2018,16.428
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Single,2018,1.229
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Married,2018,2.0
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Union / Cohabiting,2018,0.585
Bolivia,Female,(ISCED-11): 4. Post-secondary non-tertiary education,Divorced or legally separated,2018,0.254
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2018,37.659
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2018,26.953
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Union / Cohabiting,2018,16.578
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2018,1.596
Bolivia,Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2018,11.828
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2018,73.914
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2018,89.517
Bolivia,Female,(ISCED-11): 6. Bachelor's or equivalent level,Union / Cohabiting,2018,25.254
