"ref_area.label","indicator.label","source.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Dominican Republic","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous National Labour Force Survey","2020",38.1,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous National Labour Force Survey","2019",40.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous National Labour Force Survey","2018",41.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous National Labour Force Survey","2017",41.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous National Labour Force Survey","2016",36.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous National Labour Force Survey","2015",36.6,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2014",35.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2013",36.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Algeria","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Household Employment Survey","2017",8.4,,,,"Data reference period: September"
"Algeria","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Household Employment Survey","2014",9.9,,,,"Data reference period: September"
"Algeria","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Household Employment Survey","2013",10.6,,,,"Data reference period: September"
"Ecuador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment, Unemployment and Underemployment","2022",38.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment, Unemployment and Underemployment","2021",37.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment, Unemployment and Underemployment","2020",39,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment, Unemployment and Underemployment","2019",36.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment, Unemployment and Underemployment","2018",35.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment, Unemployment and Underemployment","2017",34.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment, Unemployment and Underemployment","2016",35.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment, Unemployment and Underemployment","2015",33.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment, Unemployment and Underemployment","2014",34.7,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment, Unemployment and Underemployment","2013",34.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Egypt","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Sample Survey","2021",12.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Egypt","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Sample Survey","2020",6.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Egypt","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Sample Survey","2019",7.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Egypt","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Sample Survey","2018",7.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Egypt","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Sample Survey","2017",6.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Egypt","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Sample Survey","2016",7.1,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Sample Survey","2015",6.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Egypt","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Sample Survey","2013",7.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",34.7,,,,"Repository: Eurostat special tabulation"
"Spain","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",33.3,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Spain","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",35,,,,"Repository: Eurostat special tabulation"
"Spain","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",33.2,,,,"Repository: Eurostat special tabulation"
"Spain","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",32.1,,,,"Repository: Eurostat special tabulation"
"Spain","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",30.6,,,,"Repository: Eurostat special tabulation"
"Spain","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",31.2,,,,"Repository: Eurostat special tabulation"
"Spain","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",31.4,,,,"Repository: Eurostat special tabulation"
"Spain","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",30.9,,,,"Repository: Eurostat special tabulation"
"Spain","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",30.8,,,,"Repository: Eurostat special tabulation"
"Estonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",40.2,,,,"Repository: Eurostat special tabulation"
"Estonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",41.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",37.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",37.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",36.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",38.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",36.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",30.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",32.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",33.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labor Force Survey","2021",25.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ethiopia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labor Force Survey","2013",26.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",36.3,,,,"Repository: Eurostat special tabulation"
"Finland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",36.5,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Finland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",37.5,,,,"Repository: Eurostat special tabulation"
"Finland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",36.9,,,,"Repository: Eurostat special tabulation"
"Finland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",31.8,,,,"Repository: Eurostat special tabulation"
"Finland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",31.3,,,,"Repository: Eurostat special tabulation"
"Finland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",34.1,,,,"Repository: Eurostat special tabulation"
"Finland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",33.3,,,,"Repository: Eurostat special tabulation"
"Finland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",33.7,,,,"Repository: Eurostat special tabulation"
"Finland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",29.6,,,,"Repository: Eurostat special tabulation"
"Fiji","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment, Unemployment Survey","2016",38.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment, Unemployment Survey","2014",30.4,,,,
"France","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment Survey","2022",39.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment Survey","2021",37.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment Survey","2020",35.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment Survey","2019",34.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment Survey","2018",34.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment Survey","2017",33.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment Survey","2016",32.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment Survey","2015",31.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment Survey","2014",32.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Employment Survey","2013",36,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Micronesia, Federated States of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2014",20.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"United Kingdom","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",36.8,,,,"Repository: Eurostat special tabulation"
"United Kingdom","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",36.3,,,,"Repository: Eurostat special tabulation"
"United Kingdom","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",36.1,,,,"Repository: Eurostat special tabulation"
"United Kingdom","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",36,,,,"Repository: Eurostat special tabulation"
"United Kingdom","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",35.4,,,,"Repository: Eurostat special tabulation"
"United Kingdom","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",35.3,,,,"Repository: Eurostat special tabulation"
"United Kingdom","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",33.9,,,,"Repository: Eurostat special tabulation"
"Georgia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",36.1,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",36.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",35.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",32,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Integrated Household Survey","2016",44.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Integrated Household Survey","2015",38.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Integrated Household Survey","2014",33.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Integrated Household Survey","2013",32.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ghana","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",41.8,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Living Standards Survey","2017",33.7,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Living Standards Survey","2013",40.8,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Guinea","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment and the Informal Sector","2019",23.4,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2023",30.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Gambia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",19.6,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Greece","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",31.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Greece","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",29.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Greece","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",29.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Greece","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",28.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Greece","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",27.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Greece","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",29.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Greece","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",24.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Greece","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",25.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Greece","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",28.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Greece","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",28.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Grenada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",36,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Grenada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",37.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Grenada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",36.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Monthly Employment and Income Survey","2022",35.3,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Monthly Employment and Income Survey","2021",45.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Monthly Employment and Income Survey","2019",36.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Monthly Employment and Income Survey","2018",34.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Monthly Employment and Income Survey","2017",29.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Monthly Employment and Income Survey","2016",44.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Monthly Employment and Income Survey","2015",31.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Monthly Employment and Income Survey","2014",34.5,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Guatemala","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Monthly Employment and Income Survey","2013",35,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Guyana","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",46.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Guyana","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",40.5,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Hong Kong, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - General Household Survey","2022",38.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hong Kong, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - General Household Survey","2021",38.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hong Kong, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - General Household Survey","2020",37,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hong Kong, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - General Household Survey","2019",35.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hong Kong, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - General Household Survey","2018",34.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hong Kong, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - General Household Survey","2017",35.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hong Kong, China","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - General Household Survey","2016",32.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Honduras","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Continous Multi-Purpose Household Survey","2022",29.7,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Honduras","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Continous Multi-Purpose Household Survey","2021",47.7,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Honduras","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Continous Multi-Purpose Household Survey","2020",40.1,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Honduras","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Continous Multi-Purpose Household Survey","2019",50.9,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Honduras","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Continous Multi-Purpose Household Survey","2018",51.4,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Honduras","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Continous Multi-Purpose Household Survey","2017",48.4,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Honduras","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Continous Multi-Purpose Household Survey","2016",47,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Honduras","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Continous Multi-Purpose Household Survey","2015",49.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Honduras","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Continous Multi-Purpose Household Survey","2014",59.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Honduras","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Continous Multi-Purpose Household Survey","2013",61.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",21.6,,,,"Repository: Eurostat special tabulation"
"Croatia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",28.9,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Croatia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",28.4,,,,"Repository: Eurostat special tabulation"
"Croatia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",26.4,,,,"Repository: Eurostat special tabulation"
"Croatia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",30,,,,"Repository: Eurostat special tabulation"
"Croatia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",29.1,,,,"Repository: Eurostat special tabulation"
"Croatia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",29.9,,,,"Repository: Eurostat special tabulation"
"Croatia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",26.7,,,,"Repository: Eurostat special tabulation"
"Croatia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",23.2,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Croatia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",24.4,,,,"Repository: Eurostat special tabulation"
"Hungary","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",37.5,,,,"Repository: Eurostat special tabulation"
"Hungary","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",36.6,,,,"Repository: ILO-STATISTICS - Micro data processing | Repository: ILO calculations based on Eurostat data"
"Hungary","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",39.2,,,,"Repository: ILO-STATISTICS - Micro data processing | Repository: ILO calculations based on Eurostat data"
"Hungary","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",38.9,,,,"Repository: ILO-STATISTICS - Micro data processing | Repository: ILO calculations based on Eurostat data"
"Hungary","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",38.6,,,,"Repository: ILO-STATISTICS - Micro data processing | Repository: ILO calculations based on Eurostat data"
"Hungary","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",39.4,,,,"Repository: ILO-STATISTICS - Micro data processing | Repository: ILO calculations based on Eurostat data"
"Hungary","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",39.4,,,,"Repository: ILO-STATISTICS - Micro data processing | Repository: ILO calculations based on Eurostat data"
"Hungary","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",40.5,,,,"Repository: ILO-STATISTICS - Micro data processing | Repository: ILO calculations based on Eurostat data"
"Hungary","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",39.8,,,,"Repository: ILO-STATISTICS - Micro data processing | Repository: ILO calculations based on Eurostat data"
"Hungary","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",40.8,,,,"Repository: ILO-STATISTICS - Micro data processing | Repository: ILO calculations based on Eurostat data"
"Indonesia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2022",31.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2021",32.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2020",32.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Labour Force Survey","2019",29.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
